city_name,latitude,longitude,capital,population,country_id
Belp,46.8914,7.4972,0,11510,131.0
Issoudun,46.9481,1.9933,0,11690,
Poranga,-4.745,-40.9258,0,12001,25.0
Largo,38.88,-76.8289,0,12003,
Andramy,-17.9635,44.7855,0,12000,85.0
Landsmeer,52.4333,4.9167,0,11565,
Avesta,60.1456,16.1683,0,11949,130.0
Krasnousol'skiy,53.8947,56.4686,0,11991,113.0
North middleton,40.2462,-77.2168,0,12002,
Nyirbator,47.8333,22.1333,0,11831,64.0
Alegria,13.5,-88.4833,0,11712,48.0
Doesburg,52.0167,6.1333,0,11148,
Patu,-6.11,-37.6369,0,11964,25.0
Mikkelin maalaiskunta,61.6776,27.2021,0,11988,
Sabnima,25.4583,85.567,0,10607,
Naini,25.832,84.7179,0,10494,
Casteldaccia,38.05,13.5333,0,11655,
Sarbogard,46.8878,18.6193,0,11937,64.0
El arba des bir lenni,34.3272,-4.2039,0,11866,93.0
Hildburghausen,50.4167,10.75,0,11836,
Matmata,34.1,-4.55,0,11928,93.0
Lichtenstein,50.7564,12.6317,0,11285,
Sajoszentpeter,48.2169,20.7183,0,11679,64.0
Longuenesse,50.7356,2.2372,0,10736,
Ambhua,24.5568,87.8651,0,10477,
Rudra nagar,24.3841,87.884,0,10756,
Ullur,10.9706,79.4063,0,10270,
Mahmuda,25.0531,85.2662,0,10948,
Guidel,47.7906,-3.4886,0,11767,
Attippattu,13.2633,80.2911,0,11237,
Arakvaz-e malekshahi,33.3828,46.5983,0,11977,67.0
Nueva era,17.9167,120.6667,0,11968,109.0
Ichhapur,21.1551,76.1556,0,11528,
Erbaocun,42.9633,93.1714,0,11972,35.0
Geisenheim,49.9844,7.9672,0,11704,
Wallan,-37.4167,144.9833,0,11074,11.0
Distraccion,10.9,-72.8833,0,11934,36.0
Jamhor,24.8486,84.3258,0,11362,
Great wyrley,52.6593,-2.0102,0,11060,
Diez,50.3708,8.0158,0,11092,
Kautalam,15.771,77.124,0,11670,
Alijo,41.2761,-7.475,0,11942,
Lower gwynedd,40.188,-75.2373,0,11982,
Caldogno,45.6,11.4944,0,11272,
Camas,40.9131,37.5169,0,11851,139.0
Cangas de narcea,43.1714,-6.5389,0,11966,
Martinsville,40.603,-74.5751,0,11980,
Sapahi,26.6517,84.8526,0,10721,
Santa flavia,38.0833,13.5333,0,11212,
Paispamba,2.25,-76.5833,0,11958,36.0
Naigarhi,24.7869,81.7787,0,11572,
Hadim,36.9883,32.4569,0,11970,139.0
Beladi,13.1464,74.9399,0,11798,
Kargipinar,36.6667,34.4167,0,11923,139.0
Chaumont-gistoux,50.6839,4.6947,0,11731,
Mykhailivka,47.2717,35.2248,0,11949,142.0
North lebanon,40.3668,-76.4215,0,11974,
Janow lubelski,50.7167,22.4167,0,11879,110.0
Jiajin,25.6743,108.4228,0,11954,35.0
Gardone val trompia,45.6833,10.1833,0,11538,
Kadaladi,12.404,78.966,0,11602,
Salpazari,40.9422,39.1942,0,11934,139.0
Zarach,31.9911,54.2322,0,11691,67.0
Ait i'yach,32.6908,-4.9292,0,11946,93.0
Tosashimizu,32.7833,132.95,0,11925,72.0
Karanchedu,15.8823,80.317,0,11667,
Raghunathpur,26.6418,84.8938,0,10574,
Oswaldtwistle,53.743,-2.393,0,11803,
Tectitan,15.3073,-92.061,0,11928,59.0
Serravalle pistoiese,43.9,10.8333,0,11689,
Zumbagua,-0.9558,-78.9017,0,11895,
Tigzirt,36.8931,4.1225,0,11962,3.0
Santana do matos,-5.9578,-36.6558,0,11956,25.0
Levashi,42.4333,47.3167,0,11862,113.0
Somersworth,43.2534,-70.8856,0,11964,
Sao sebastiao de lagoa de roca,-7.0828,-35.835,0,11728,25.0
Spencer,42.2471,-71.9919,0,11963,
Sandy,52.131,-0.297,0,11657,
Sultanhani,38.2481,33.5465,0,11885,139.0
Cogolin,43.2525,6.53,0,11556,
Periya soragai,11.7394,77.917,0,11299,
Villebon-sur-yvette,48.7,2.2278,0,10546,
Bad durrenberg,51.2833,12.0667,0,11643,
Meghraj,23.5,73.5,0,11363,
Gross-enzersdorf,48.2,16.55,0,11817,
Popovaca,45.5697,16.625,0,11905,
Manchester,35.463,-86.0774,0,11956,
Onet village,44.3656,2.5936,0,11665,
Vehkalahti,60.5756,27.1439,0,11922,
Prataparampuram,10.6741,79.8512,0,11406,
Stuarts draft,38.0188,-79.0354,0,11954,
Santona,43.4414,-3.4575,0,11011,
Drolshagen,51.0333,7.7667,0,11779,
Tizi nisly,32.4667,-5.7667,0,11918,93.0
Dranesville,38.9955,-77.3693,0,11951,
Zaoqiao,24.65,120.8667,0,11707,133.0
Arenzano,44.4042,8.6806,0,11478,
Brejetuba,-20.1458,-41.29,0,11915,25.0
Fenton,42.7994,-83.7144,0,11949,
Mohnesee,51.4958,8.1306,0,11852,
Campobello di mazara,37.6333,12.75,0,11769,
Sidi amer el hadi,34.7992,-5.8394,0,11814,93.0
Saint-jean-de-vedas,43.5764,3.8239,0,11086,
Nagalapuram,13.3889,79.7967,0,11166,
Dalmatovo,56.2667,62.9333,0,11938,113.0
Porto,-3.8928,-42.71,0,11897,25.0
Kunkalagunta,16.2969,79.8866,0,11637,
Gamharia,25.8973,86.655,0,10826,
Hawaiian paradise park,19.5828,-154.9695,0,11942,
Camp verde,34.569,-111.856,0,11942,
Daroji,15.07,76.55,0,11696,
Tirupporur,12.7259,80.1895,0,10954,
Mudgere,13.13,75.63,0,11831,
Doddappanayakkanur,9.981,77.734,0,11520,
Guraahai,33.6449,74.2301,0,11594,
Finale ligure,44.1714,8.3444,0,11613,
Mayureswar,23.9851,87.7728,0,11142,
Nambour,-26.6269,152.9591,0,11187,11.0
Wootton,52.2007,-0.8857,0,11180,
Mulheim-karlich,50.3869,7.4953,0,11248,
Yangiqo`rg`on,41.1872,71.7333,0,11561,145.0
Patori,25.9665,86.5471,0,10995,
Narayanavanam,13.42,79.58,0,11253,
Pongode,16.9246,79.7343,0,11626,
Myjava,48.7492,17.5644,0,11708,
Bhado khara,24.9567,85.513,0,9944,
Mamqan,37.8431,45.9733,0,11892,67.0
Clermont,49.3789,2.4125,0,10183,
Zriba-village,36.3333,10.25,0,11849,138.0
Niles,41.8346,-86.2473,0,11929,
Nova crixas,-14.0989,-50.3269,0,11927,25.0
Bechloul,36.3167,4.0667,0,11775,3.0
Bhauradah,26.252,87.86,0,10769,
Halsur,17.86,76.95,0,11593,
Ikkadu,13.1724,79.9358,0,11109,
Gudibanda,13.6711,77.7042,0,11625,
San michele al tagliamento,45.7636,12.9953,0,11822,
Neuville-en-ferrain,50.7467,3.1581,0,10264,
Poselikha,51.9833,81.8333,0,11915,113.0
La homa,26.2796,-98.3575,0,11924,
Andhana,25.2574,85.4548,0,10805,
Aheqi,40.9372,78.4543,0,11910,35.0
Bom principio,-29.4889,-51.3528,0,11789,25.0
Athol,42.5841,-72.2177,0,11922,
Castenedolo,45.4704,10.2967,0,11482,
Salem,40.9049,-80.8492,0,11920,
Lachhmipur,25.5248,87.3667,0,10688,
Yamamoto,37.9627,140.8781,0,11736,72.0
Amelia,42.55,12.4167,0,11828,
Sixaola,9.5579,-82.6698,0,11847,39.0
Bokakhat,26.6402,93.6005,0,11674,
Crowley,30.2175,-92.3752,0,11916,
Downham market,52.6,0.39,0,9994,
Mahazoarivo,-20.3833,47.4333,0,11869,85.0
Miesbach,47.7833,11.8333,0,11562,
Maniago,46.1667,12.7167,0,11746,
Torton,52.4522,-2.1606,0,11841,
Wellington north,43.9,-80.57,0,11914,32.0
Nuvem,15.3174,73.9387,0,10773,
St. andrews,50.27,-96.9747,0,11913,32.0
Bakwa,26.0601,86.4124,0,10446,
Talsur,25.3667,87.8512,0,10680,
Somerville,-38.226,145.177,0,11336,11.0
Burgthann,49.3563,11.3176,0,11614,
Kagamino,35.0918,133.933,0,11882,72.0
Nieuwpoort,51.1167,2.75,0,11565,
Ploufragan,48.4894,-2.7958,0,11489,
Peonga,10.3333,3.2667,0,11843,19.0
Talakad,12.1887,77.0289,0,11671,
Lendinara,45.085,11.6006,0,11694,
Arkadak,51.9333,43.5,0,11895,113.0
Langgons,50.5,8.6667,0,11683,
Loran,33.8346,74.3312,0,11461,
Turvo,-28.9258,-49.6789,0,11854,25.0
Ibira,-21.08,-49.2408,0,11861,25.0
La puebla del rio,37.2667,-6.05,0,11873,
Ekero,59.2833,17.8,0,11524,130.0
Punjai kalamangalam,11.2322,77.8236,0,10768,
Jamsher,31.27,75.6417,0,11122,
Newport east,41.5159,-71.2878,0,11903,
Rapho,40.1576,-76.458,0,11902,
North union,39.9101,-79.6733,0,11902,
Nowe miasto lubawskie,53.4256,19.5878,0,10997,110.0
Eranapuram,11.5581,77.9893,0,11242,
Hohenkirchen-siegertsbrunn,48.0167,11.7333,0,11166,
Carleton place,45.1333,-76.1333,0,11901,32.0
Podor,16.6167,-15.0333,0,11869,
Nellipaka,17.7679,80.8567,0,11668,
Eijsden,50.7778,5.7083,0,11565,
Madhopur,25.3453,85.3925,0,10395,
Sainte-savine,48.2947,4.0489,0,10508,
Vendas novas,38.6833,-8.45,0,11846,
Giffoni valle piana,40.7167,14.9333,0,11899,
Olivenza,38.6858,-7.1008,0,11871,
Randaberg,59.0017,5.6153,0,11454,102.0
Kac,45.3,19.95,0,11740,118.0
Kete krachi,7.8,-0.0167,0,11788,57.0
Ivybridge,50.389,-3.921,0,11851,
Raibari mahuawa,27.098,84.2963,0,11411,
Gberouboue,10.5333,2.7333,0,11846,19.0
Palmilla,-34.6042,-71.3583,0,11844,34.0
Rio paranaiba,-19.1939,-46.2469,0,11885,25.0
Berilo,-16.9519,-42.4658,0,11872,25.0
Crossville,35.9526,-85.0295,0,11892,
Pellezzano,40.7333,14.7667,0,11101,
Lopon,30.6715,75.3438,0,11406,
Ojuelos de jalisco,21.8642,-101.5933,0,11881,91.0
Jataizinho,-23.2539,-50.98,0,11875,25.0
Dammapeta,17.2667,81.0167,0,11629,
Dudley,42.055,-71.9352,0,11890,
Fateha,25.6073,85.8669,0,9985,
Tiruvennanallur,11.8589,79.3664,0,11328,
Kongupatti,11.8593,78.0217,0,11023,
Green river,41.5127,-109.471,0,11887,
Guatajiagua,13.6667,-88.2,0,11721,48.0
Castello de ampurias,42.2582,3.0747,0,11611,
Mutia,8.4176,123.4771,0,11726,109.0
Nallur,14.0871,75.8778,0,11617,
Macerata campania,41.0667,14.2667,0,10507,
Ban phan don,17.129,102.9618,0,11739,135.0
Sartana,47.1708,37.6954,0,10350,142.0
Novaya lyalya,59.0667,60.6,0,11879,113.0
Rangsdorf,52.2831,13.4331,0,11540,
Ukrainsk,48.1,37.3667,0,11824,142.0
Scottburgh,-30.2833,30.75,0,11403,
Kabirpur,26.2661,84.205,0,10933,
Mazzarino,37.3,14.2,0,11842,
Keolari,22.3697,79.906,0,11668,
Rosaryville,38.7672,-76.8266,0,11881,
Toualet,32.7333,-7.1833,0,11815,93.0
Itanhomi,-19.1719,-41.865,0,11856,25.0
Iacanga,-21.89,-49.0247,0,11858,25.0
Andraitx,39.5746,2.4206,0,11735,
Agame,6.7333,1.7667,0,11465,19.0
Bopfingen,48.8569,10.3522,0,11727,
Atmakur,18.0712,79.736,0,11491,
Kushmanchi,17.2263,79.9668,0,11563,
Zaragoza,17.9487,-94.6436,0,11354,91.0
Owk,15.2167,78.1167,0,11760,
Azamnagar,25.5456,87.8294,0,10317,
Rodenbach,50.15,9.0333,0,11204,
Matino,40.0333,18.1333,0,11444,
Rupenaguntla,16.3043,79.9991,0,11469,
Santa cruz da baixa verde,-7.8208,-38.1528,0,11768,25.0
Chintalavadi,10.9511,78.3158,0,11540,
Horodnia,51.8924,31.5954,0,11852,142.0
Abasolo,24.0559,-98.3733,0,11862,91.0
Ovidiopol,46.2667,30.4333,0,11741,142.0
Chauki hasan chauki makhdum,26.2333,84.4964,0,10100,
Devikapuram,12.4744,79.3475,0,11499,
Vellavadanparappu,11.1854,77.8425,0,10732,
Kingston,-42.9769,147.3083,0,10409,11.0
Azcoitia,43.1792,-2.3106,0,11657,
Alamedin,42.89,74.63,0,11773,77.0
Broome,-17.9619,122.2361,0,11547,11.0
Satosho,34.5138,133.5569,0,10969,72.0
Bugongi,-0.6356,30.2528,0,11547,141.0
Ingurti,17.6695,79.8003,0,11522,
Kurabalakota,13.65,78.4833,0,11583,
Gerstetten,48.6225,10.0206,0,11737,
Coswig,51.8833,12.4333,0,11824,
Hang tram,20.3944,105.6222,0,11503,148.0
Oberderdingen,49.0625,8.8019,0,11517,
Labhgaon,25.5062,86.3899,0,10165,
Baroni khurd,25.6852,78.3746,0,11444,
Kuruman,-27.4597,23.4125,0,10006,
Aguasay,9.3203,-63.6411,0,11856,147.0
Carmo da cachoeira,-21.4608,-45.2239,0,11836,25.0
Nandavaram,16.017,77.531,0,11651,
Shahpur,24.0312,84.0543,0,11429,
Rajanagaram,17.0833,81.9,0,10722,
Kuchinarai,16.5318,104.044,0,11753,135.0
Red bank,35.1117,-85.2962,0,11855,
Brookhaven,31.5803,-90.4432,0,11855,
Chikni,26.0664,87.4406,0,10173,
Seringueiras,-11.7981,-63.0311,0,11851,25.0
Whistler,50.1208,-122.9544,0,11854,32.0
Macajuba,-12.1358,-40.36,0,11837,25.0
Muong theng,21.3869,103.0156,0,11740,148.0
Chilonga,-12.0244,31.3364,0,11816,150.0
Narasapuram,17.1016,81.0765,0,11663,
Labbaikkudikkadu,11.3922,79.0218,0,11538,
Yakushima,30.3903,130.6515,0,11829,72.0
Lebon regis,-26.9289,-50.695,0,11838,25.0
Recreo,-29.2667,-65.0667,0,11847,8.0
Monschau,50.56,6.2564,0,11726,
Martinsville,39.4149,-86.4316,0,11848,
Worb,46.9306,7.5644,0,11311,131.0
Perches,19.5167,-71.9167,0,11556,61.0
Wolnzach,48.6,11.6167,0,11719,
Santuario,5.0725,-75.9623,0,11787,36.0
Holesov,49.3333,17.5783,0,11509,42.0
Pipra naurangia,26.8591,84.4328,0,10169,
Hauzenberg,48.65,13.6333,0,11703,
Ziyodin shaharchasi,40.0342,65.6547,0,11610,145.0
Brighton,44.1222,-77.7642,0,11844,32.0
Tolcayuca,19.95,-98.9167,0,11746,91.0
Ban wiang phan,20.4128,99.8853,0,11569,135.0
Bocaina,-22.1361,-48.5181,0,11810,25.0
Qana,33.2092,35.2992,0,10000,79.0
Khimlasa,24.2058,78.3639,0,11585,
Casino,-28.8667,153.05,0,10914,11.0
Chhatapur,26.2197,87.0048,0,10805,
Bhanghi,26.3612,87.1826,0,10773,
Olivenca,-9.5186,-37.1906,0,11772,25.0
Moncion,19.4167,-71.1667,0,11753,46.0
Medina sidonia,36.4667,-5.9167,0,11813,
Iskapalem,14.5416,79.8925,0,11272,
Roessleville,42.6969,-73.7964,0,11835,
Scornicesti,44.57,24.55,0,11766,112.0
Puliyara,9.0041,77.1889,0,11043,
Kilkottai,10.2861,77.916,0,11136,
Santa ana,14.0667,-87.95,0,11777,62.0
Opatija,45.3333,14.3,0,11659,
Naranapuram,11.0254,77.29,0,10772,
Gulfport,27.7463,-82.7099,0,11830,
Paraiso do norte,-23.2808,-52.6019,0,11772,25.0
Dolo bay,4.1833,42.0833,0,11810,51.0
Kadrabad,25.5793,85.9475,0,9926,
Khandpara,20.2644,85.1767,0,11559,
Tirodi,21.6852,79.7191,0,11680,
Mombris,50.0667,9.1667,0,11507,
Destrehan,29.9626,-90.3676,0,11827,
Kummarapurugupalem,16.3653,81.6192,0,11206,
On top of the world designated place,29.1058,-82.2866,0,11826,
Kala diara,25.5092,85.448,0,10655,
Moulay driss zerhoun,34.0542,-5.5272,0,11615,93.0
Al hamah,33.5581,36.2222,0,10045,132.0
Hardas bigha,25.4994,85.3551,0,10086,
Senirkent,38.1081,30.55,0,11811,139.0
Neuhausen am rheinfall,47.6833,8.6167,0,10510,131.0
Septemes-les-vallons,43.3983,5.3658,0,11196,
Lommedalen,59.95,10.4667,0,11200,102.0
Chaplygin,53.2333,39.9667,0,11802,113.0
Itaipe,-17.4019,-41.6689,0,11798,25.0
Xuan trung,21.05,105.2833,0,11506,148.0
Jalalaqsi,3.4,45.5833,0,11800,123.0
Befandefa,-22.1333,43.3,0,11812,85.0
Haradok,55.4667,30.0,0,11814,17.0
Nandimandalam,14.4052,78.5246,0,11711,
Sant'ilario d'enza,44.7667,10.45,0,11263,
Uberherrn,49.25,6.7,0,11487,
Richland,40.644,-79.9579,0,11818,
East bethel,45.3557,-93.2038,0,11818,
Raghunathpur,26.3448,84.9211,0,10372,
Kaniyambadi,12.8118,79.134,0,11064,
Vilpatti,10.2672,77.5014,0,11687,
Winfield,37.274,-96.95,0,11817,
Umurlu,37.85,27.9667,0,11368,139.0
Santa lucia,10.3167,-74.95,0,11584,36.0
Birpur,26.5767,86.0379,0,10969,
Saverne,48.7414,7.3619,0,11378,
Rewtith,26.2853,84.7155,0,10707,
Porto-vecchio,41.5908,9.2797,0,11748,
Shahpur undi,25.637,85.6013,0,10059,
Castano primo,45.55,8.7667,0,11228,
Codigoro,44.8333,12.1167,0,11740,
Tifni,31.6281,-6.9444,0,11760,93.0
Mareeba,-16.9833,145.4167,0,11079,11.0
Amarchinta,16.374,77.7729,0,11225,
Tarrytown,41.0647,-73.8672,0,11808,
Tadepalle,16.8454,81.4966,0,11189,
Campagnano di roma,42.1333,12.3833,0,11561,
Cisneros,6.5383,-75.0886,0,11555,36.0
Weston,42.3589,-71.3001,0,11806,
Sarauni kalan,25.7579,86.9392,0,11011,
Kadwa,25.0316,84.0924,0,10645,
Okhargara,24.2141,83.7856,0,11142,
Comalapa,12.2842,-85.5106,0,11785,98.0
Oignies,50.4692,2.9936,0,9993,
Oak grove,33.978,-81.1468,0,11803,
Baranivka,50.3,27.6667,0,11765,142.0
Evanston,41.2602,-110.9646,0,11802,
Labin,45.0833,14.1167,0,11642,
Venosa,40.9618,15.8148,0,11732,
Scharbeutz,54.0214,10.7456,0,11580,
Olaippatti,11.7676,77.9927,0,11140,
Kantilo,20.3615,85.1921,0,11530,
Cafayate,-26.0833,-65.9667,0,11785,8.0
Zayukovo,43.6119,43.3269,0,11717,113.0
Rostam kola,36.6778,53.4286,0,11686,67.0
College,64.8694,-147.8216,0,11797,
San pedro,17.9214,-87.9611,0,11767,18.0
La roche-sur-foron,46.0669,6.3119,0,11175,
Jagannathpur,25.6573,87.5886,0,10996,
Phon,15.8084,102.6018,0,11593,135.0
Amelia,39.0269,-84.2218,0,11795,
Endwell,42.1184,-76.0219,0,11795,
Carnaubeira da penha,-8.3219,-38.7439,0,11782,25.0
Carmen,9.2289,126.0167,0,11720,109.0
Iguaraci,-7.835,-37.515,0,11779,25.0
Oxelosund,58.6667,17.1167,0,11488,130.0
Kari,24.8368,78.8665,0,11469,
Guspini,39.5333,8.6333,0,11725,
Half moon bay,37.4685,-122.4382,0,11792,
Pallipattu,13.3361,79.4413,0,11423,
Tegueste,28.5233,-16.3408,0,11359,
Targu lapus,47.4525,23.8631,0,11744,112.0
Pasadena hills,28.2881,-82.238,0,11788,
Pampas,-12.3989,-74.8667,0,11566,108.0
Tiny,44.6833,-79.95,0,11787,32.0
Lohian,31.3156,75.3339,0,11283,
Irupi,-20.345,-41.6408,0,11723,25.0
Pungulam,12.5727,78.753,0,11179,
Allonnes,47.9686,0.1606,0,11167,
Kankaanpaa,61.8,22.4,0,11769,
Riolandia,-19.99,-49.6808,0,11766,25.0
Trofarello,44.9833,7.7333,0,10901,
Cologno al serio,45.5833,9.7,0,11180,
Liman,38.8733,48.8139,0,11500,12.0
Jarabulus,36.8175,38.0111,0,11570,132.0
Lom sak,16.7775,101.2468,0,11685,135.0
Fairview shores,28.6021,-81.3958,0,11782,
Nirpur,25.7192,87.1507,0,10859,
Sitio do quinto,-10.35,-38.2169,0,11767,25.0
Moldava nad bodvou,48.6064,21.0003,0,11260,
Ventersburg,-28.0833,27.1333,0,11260,
Los alamitos,33.7971,-118.0592,0,11780,
Darwa,25.669,85.6461,0,10177,
Imaculada,-7.39,-37.5089,0,11749,25.0
Ringwood,41.1065,-74.2749,0,11778,
Putnam valley,41.398,-73.8368,0,11778,
Ganserndorf,48.3406,16.7175,0,11404,
Picayune,30.5322,-89.6724,0,11777,
Courrieres,50.4581,2.9472,0,10554,
Jangy-kyshtak,40.55,72.7306,0,11647,77.0
Bilopillya,51.1474,34.3025,0,11743,142.0
Lieksa,63.3167,30.0167,0,11772,
Raesfeld,51.7667,6.8333,0,11574,
Platteville,42.728,-90.4681,0,11774,
Elgoibar,43.2142,-2.4169,0,11480,
Darnetal,49.4447,1.1511,0,9788,
Ponte san pietro,45.6978,9.5881,0,11502,
Kusugal,15.3667,75.2167,0,11548,
Ross on wye,51.914,-2.587,0,10700,
Campo alegre,-26.1928,-49.2658,0,11748,25.0
Obidos,39.3581,-9.1578,0,11689,
Vlasim,49.7064,14.8989,0,11496,42.0
Etaples,50.5178,1.6406,0,10926,
Bullas,38.0497,-1.6706,0,11627,
Arataca,-15.2628,-39.4139,0,11737,25.0
Richmond,29.5824,-95.7563,0,11768,
Jaco,9.62,-84.6044,0,11685,39.0
Lansing,42.5667,-76.5316,0,11767,
Cisternino,40.7333,17.4333,0,11553,
Ambatofisaka ii,-20.0833,47.9,0,11724,85.0
Singhana,27.98,75.8,0,11379,
Pontiac,40.8894,-88.6409,0,11766,
Kundurpi,14.2833,77.0333,0,11516,
Brejinho,-6.1908,-35.3569,0,11577,25.0
Arambakkam,13.5258,80.071,0,11187,
Ghogaon,21.91,75.7,0,11392,
Zero branco,45.6,12.1667,0,11329,
Vasylkivka,48.2084,36.0253,0,11738,142.0
Gardnerville ranchos,38.8957,-119.7492,0,11761,
Srikrishnapur,22.9717,88.0351,0,10345,
Wetherby,53.9276,-1.3839,0,11712,
Sulebhavi,15.88,74.56,0,10769,
Englefield green,51.4301,-0.5699,0,10607,
Hollabrunn,48.5667,16.0833,0,11681,
Gora,51.6667,16.55,0,11678,110.0
Sao joao do manhuacu,-20.3939,-42.1508,0,11674,25.0
Stokke,59.24,10.2708,0,11657,102.0
Puente nacional,5.8833,-73.6833,0,11718,36.0
Dolores,17.649,120.7103,0,11512,109.0
Maghra,25.1903,85.4921,0,10635,
Lwakhakha,0.7967,34.3781,0,10700,141.0
Kruje,41.5,19.8,0,11721,2.0
Aesch,47.4694,7.5942,0,10352,131.0
Rajghat garail,25.7618,87.2126,0,10827,
Pachauth,25.576,86.8083,0,10556,
Sinzheim,48.7619,8.1669,0,11351,
Padiham,53.797,-2.311,0,10098,
Bajestan,34.5164,58.1844,0,11741,67.0
Ban mae kham lang wat,20.2225,99.8561,0,11569,135.0
Lundazi,-12.3,33.1833,0,11635,150.0
Namli,23.4612,75.0604,0,11198,
Wolmirstedt,52.2519,11.6297,0,11536,
Carbonera,45.6833,12.2833,0,11183,
Ballston,42.9542,-73.8794,0,11745,
Bordentown,40.142,-74.7098,0,11745,
Ambohimahasoa,-21.1064,47.2161,0,11606,85.0
Briancon,44.8958,6.635,0,11339,
Elk city,35.3862,-99.4301,0,11743,
Kalakada,13.8167,78.8,0,11461,
Peiting,47.8,10.9333,0,11588,
River forest,41.895,-87.8194,0,11742,
Bara,25.9286,86.5237,0,10800,
Raubling,47.7881,12.1047,0,11485,
Kopervik,59.2801,5.3016,0,11561,102.0
Magdagachi,53.45,125.8,0,11739,113.0
Colares,-0.9369,-48.2819,0,11721,25.0
Saint-cyprien,42.6181,3.0064,0,11040,
Goasi,25.7643,87.4155,0,10744,
Trinidad,5.4089,-71.6622,0,11734,36.0
Vauvert,43.6933,4.2761,0,11633,
Isaszeg,47.5333,19.4,0,11526,64.0
Pimenteiras,-6.245,-41.4189,0,11733,25.0
Bonito de santa fe,-7.3128,-38.515,0,11684,25.0
Zhetibay,43.5942,52.0789,0,11731,74.0
Rio colorado,-38.9908,-64.0958,0,11733,8.0
Markham,41.6,-87.6904,0,11733,
Nemyriv,48.9794,28.8439,0,11697,142.0
Missoes,-14.8839,-44.0908,0,11715,25.0
Biri,12.6667,124.3833,0,11274,109.0
Querencia do norte,-23.0839,-53.4839,0,11729,25.0
Velke mezirici,49.3553,16.0123,0,11452,42.0
Sonwan,25.6258,86.2161,0,10338,
Orchha,25.35,78.64,0,11511,
Deutschlandsberg,46.8161,15.215,0,11663,
Harsum,52.2054,9.96,0,11496,
Grafenhainichen,51.7167,12.4333,0,11654,
Sint anthonis,51.6258,5.8811,0,11606,
Nagar nahusa,25.3959,85.3431,0,10983,
Rengali,21.646,84.0531,0,11460,
Salkhua,25.6677,86.6002,0,9757,
Matca,45.85,27.5333,0,11605,112.0
Leidschendam,52.0833,4.4,0,10482,
Al m'aziz,33.6667,-6.3167,0,11502,93.0
Yamkanmardi,16.29,74.6,0,11279,
Poggio a caiano,43.8167,11.0667,0,10048,
Telwa,26.0877,86.517,0,9931,
Vakhrusheve,48.1667,38.8333,0,11421,142.0
Varadarajampettai,11.3553,79.4186,0,11319,
Elwood,40.8462,-73.3389,0,11722,
Portomaggiore,44.7,11.8,0,11630,
Macusani,-14.0692,-70.4311,0,11707,108.0
Walldurn,49.5831,9.3681,0,11612,
Satyavedu,13.437,79.956,0,11474,
Mierlo,51.4411,5.6194,0,11105,
Hoeilaart,50.7667,4.4667,0,11172,
Pike creek valley,39.7294,-75.6989,0,11718,
Rayavaram,17.183,81.7,0,11604,
Shanmukhasundarapuram,10.0065,77.5982,0,11469,
Candelaria,10.4592,-74.8806,0,11635,36.0
Musile di piave,45.6178,12.565,0,11461,
Mountain top,41.1353,-75.9045,0,11716,
Manabo,17.4331,120.7048,0,11611,109.0
Devanakavundanur,11.5048,77.8383,0,11056,
Tamezmout,30.8075,-6.1142,0,11697,93.0
Lamosina,-21.64,46.8989,0,11534,85.0
Conceicao do castelo,-20.3678,-41.2439,0,11681,25.0
Amherst,42.8706,-71.6068,0,11712,
Durbuy,50.3522,5.4563,0,11637,
Saaminki,61.8675,28.8786,0,11710,
Pacoti,-4.225,-38.9228,0,11607,25.0
Isola della scala,45.2692,11.0107,0,11545,
Ghanpur,17.4989,78.2225,0,10890,
El ancor,35.6833,-0.8667,0,11469,3.0
Patera,23.996,79.6837,0,11546,
Mangalam,12.3298,79.179,0,11014,
Plymouth,41.6642,-73.0263,0,11705,
Yalluru,15.3063,78.4559,0,11390,
Kasempa,-13.455,25.835,0,11700,150.0
Richfield,43.2372,-88.2413,0,11704,
Lower burrell,40.5818,-79.7141,0,11703,
Ravanusa,37.2678,13.9697,0,11471,
Masanasa,39.4083,-0.3989,0,9929,
Bistan,21.6979,75.6657,0,10863,
Prymorsk,46.7353,36.3473,0,11679,142.0
Isaka,-21.15,47.0,0,11642,85.0
Altdorf,48.5667,12.1167,0,11215,
Santa comba dao,40.4,-8.1167,0,11597,
Geisenfeld,48.6667,11.6,0,11569,
Taormina,37.8518,15.2857,0,10872,
Sirgora,22.2063,78.8832,0,11194,
St. peter,44.3295,-93.9658,0,11699,
Kamiita,34.1213,134.4049,0,11370,72.0
Motegi,36.5321,140.1876,0,11631,72.0
Sablan,16.4967,120.4875,0,11588,109.0
Norton,41.0294,-81.6461,0,11697,
Nossa senhora dos milagres,-12.87,-39.8589,0,11659,25.0
Heerlerbaan,50.8692,6.0103,0,9872,
Stelle,53.3667,10.1167,0,11402,
Derassi,10.1667,3.2667,0,11630,19.0
South yarmouth,41.6692,-70.2005,0,11696,
Somerset,37.0834,-84.6109,0,11696,
Seven hills,41.3803,-81.6736,0,11696,
Melsele,51.2209,4.2815,0,11093,
Rakhwari,26.3603,86.2882,0,9996,
Campos del puerto,39.4306,3.0194,0,11618,
Somavarappatti,10.6779,77.2131,0,11275,
Ubai,-16.285,-44.7778,0,11681,25.0
Mena,51.5167,32.2167,0,11670,142.0
Dolinsk,47.3167,142.8,0,11685,113.0
